NOM^EQUIP^POSICIO^ALTURA^GRUIX^EDAT
Mark Sweeney^SF^Pivot^196.11^91.91^37.34
Ray Durham^SF^Aler^182.68^83.79^35.25
Kevin Frandsen^SF^Aler^193.42^74.81^24.77
Omar Vizquel^SF^Ala-pivot^185.37^74.81^39.85
Rich Aurilia^SF^Aler^196.11^80.8^35.49
Pedro Feliz^SF^Aler^196.11^87.64^31.84
Todd Linden^SF^Escorta^201.5^89.78^26.67
Dave Roberts^SF^Escorta^188.06^76.95^34.75
Jason Ellison^SF^Escorta^188.06^76.95^28.91
Randy Winn^SF^Escorta^198.81^84.22^32.73
Ryan Klesko^SF^Escorta^201.5^94.05^35.72
Barry Bonds^SF^Escorta^198.81^97.47^42.6
Fred Lewis^SF^Escorta^198.81^81.23^26.22
Kelyn Acosta^SF^Base^196.11^87.21^21.85
Jonathan Sanchez^SF^Base^198.81^70.54^24.28
Matt Cain^SF^Base^201.5^92.34^22.41
Matt Morris^SF^Base^206.86^94.05^32.56
Russ Ortiz^SF^Base^196.11^88.92^32.74
Noah Lowry^SF^Base^198.81^89.78^26.39
Barry Zito^SF^Base^204.17^91.91^28.8
Vinnie Chulk^SF^Pivot^198.81^83.36^28.2
Kevin Correia^SF^Pivot^201.5^85.5^26.52
Steve Kline^SF^Pivot^196.11^91.91^34.52
Armando Benitez^SF^Pivot^204.17^97.9^34.32
Scott Munter^SF^Pivot^209.55^102.6^26.98
Jack Taschner^SF^Pivot^201.5^88.49^28.86
Brian Wilson^SF^Pivot^196.11^87.64^24.96
Merkin Valdez^SF^Pivot^206.86^88.92^25.3
Brad Hennessey^SF^Pivot^198.81^79.09^27.06
Billy Sadler^SF^Pivot^193.42^81.23^25.44
Pat Misch^SF^Pivot^198.81^72.67^25.53
Gary Bennett^STL^Base^193.42^88.92^34.87
Yadier Molina^STL^Base^190.75^96.19^24.63
John Nelson^STL^Pivot^196.11^81.23^27.99
Albert Pujols^STL^Pivot^201.5^96.19^27.12
Adam Kennedy^STL^Aler^196.11^79.09^31.14
Aaron Miles^STL^Aler^180.01^76.95^30.21
David Eckstein^STL^Ala-pivot^180.01^70.54^32.11
Scott Rolen^STL^Aler^204.17^102.6^31.91
Scott Spiezio^STL^Aler^198.81^94.05^34.44
Jim Edmonds^STL^Escorta^196.11^90.63^36.68
So Taguchi^STL^Escorta^188.06^69.68^37.66
Juan Encarnacion^STL^Escorta^201.5^91.91^30.98
Skip Schumaker^STL^Escorta^188.06^74.81^27.07
John Rodriguez^STL^Escorta^193.42^87.64^29.11
Chris Duncan^STL^Escorta^206.86^89.78^25.82
Adam Wainwright^STL^Base^212.24^87.64^25.5
Mark Mulder^STL^Base^209.55^88.92^29.57
Anthony Reyes^STL^Base^198.81^91.91^25.37
Ryan Franklin^STL^Base^201.5^76.95^33.99
Kip Wells^STL^Base^201.5^85.5^29.86
Chris Carpenter^STL^Base^209.55^98.33^31.84
Russ Springer^STL^Pivot^204.17^90.2^38.31
Jason Isringhausen^STL^Pivot^201.5^98.33^34.48
Ricardo Rincon^STL^Pivot^185.37^81.23^36.88
Braden Looper^STL^Pivot^201.5^94.05^32.34
Randy Flores^STL^Pivot^193.42^76.95^31.58
Josh Hancock^STL^Pivot^201.5^87.64^28.89
Brad Thompson^STL^Pivot^196.11^81.23^25.08
Tyler Johnson^STL^Pivot^198.81^76.95^25.73
Chris Narveson^STL^Pivot^201.5^87.64^25.19
Randy Keisler^STL^Pivot^201.5^81.23^31.01
Josh Kinney^STL^Pivot^196.11^83.36^27.9
